time,day,DO,T,T_prime,DO_prime,DO_IM,DO_clean
2024-07-06T20:10:00Z,2024-07-06,7.20703151668661,14.141914438364,-0.90524605101009,-0.95461029518861,-0.83924374243222,8.04627525911883
2024-07-06T20:20:00Z,2024-07-06,7.08659002972664,13.9880810553181,-1.05907943405593,-1.07505178214858,-0.906069710610393,7.99265974033703
2024-07-06T20:30:00Z,2024-07-06,7.08050305024861,13.9954393568237,-1.05172113255036,-1.08113876162661,-0.903046575359821,7.98354962560843
2024-07-06T20:40:00Z,2024-07-06,6.95537646298531,13.8252262174034,-1.22193427197064,-1.20626534888992,-0.968519828369326,7.92389629135463
2024-07-06T20:50:00Z,2024-07-06,7.10745883603293,14.1273994517843,-0.91976103758978,-1.05418297584229,-0.845874359482303,7.95333319551523
2024-07-06T21:00:00Z,2024-07-06,7.11639079493029,14.1206433448728,-0.926517144501268,-1.04525101694493,-0.848937515578592,7.96532831050888
2024-07-06T21:10:00Z,2024-07-06,7.11977137995783,14.1239067463546,-0.923253743019455,-1.04187043191739,-0.847459752856177,7.967231132814
2024-07-06T21:20:00Z,2024-07-06,7.16877482151244,14.1768539270795,-0.87030656229453,-0.992866990362781,-0.823005067015691,7.99177988852813
2024-07-06T21:30:00Z,2024-07-06,7.24938219321544,14.4008283825632,-0.646332106810906,-0.912259618659777,-0.709582725514594,7.95896491873004
2024-07-06T21:40:00Z,2024-07-06,7.44486390393117,14.6873344107013,-0.359826078672747,-0.71677790794405,-0.540971236847114,7.98583514077829
2024-07-06T21:50:00Z,2024-07-06,7.4240972041376,14.7320082301467,-0.31515225922737,-0.737544607737624,-0.512300745095249,7.93639794923285
2024-07-06T22:00:00Z,2024-07-06,7.61162616725493,14.9650584460236,-0.0821020433505151,-0.550015644620292,-0.352325524532985,7.96395169178791
2024-07-06T22:10:00Z,2024-07-06,7.82503356251995,15.2016503007036,0.154489811329503,-0.33660824935527,-0.172048506488655,7.99708206900861
2024-07-06T22:20:00Z,2024-07-06,7.99706350435052,15.4661142365416,0.418953747167535,-0.164578307524699,0.0507784523464279,7.94628505200409
2024-07-06T22:30:00Z,2024-07-06,8.11294329159594,15.5953390575,0.548178568125971,-0.0486985202792862,0.167840482997449,7.94510280859849
2024-07-06T22:40:00Z,2024-07-06,8.14093450043452,15.6340583861024,0.586897896728331,-0.0207073114407024,0.203961347100574,7.93697315333395
2024-07-06T22:50:00Z,2024-07-06,8.17536369807439,15.7198152492233,0.672654759849245,0.0137218861991713,0.285679881999851,7.88968381607454
2024-07-06T23:00:00Z,2024-07-06,8.20992603313719,15.743468168629,0.696307679254973,0.0482842212619676,0.308635187457676,7.90129084567951
2024-07-06T23:10:00Z,2024-07-06,8.31683278709133,15.8672871166725,0.820126627298459,0.155190975216112,0.431739019956408,7.88509376713492
2024-07-06T23:20:00Z,2024-07-06,8.35721351200007,15.9297814897802,0.882621000406102,0.19557170012485,0.49574511711024,7.86146839488983
2024-07-06T23:30:00Z,2024-07-06,8.39281828957613,15.9614503097017,0.914289820327632,0.231176477700904,0.528659607067687,7.86415868250844
2024-07-06T23:40:00Z,2024-07-06,8.32811375512583,15.9096170857803,0.862456596406245,0.16647194325061,0.474955660915579,7.85315809421025
2024-07-06T23:50:00Z,2024-07-06,8.3817832319413,15.9831288970203,0.935968407646197,0.220141420066083,0.551376908206007,7.8304063237353
2024-07-07T00:00:00Z,2024-07-07,8.55304792573983,16.1369696913774,1.10233642866209,0.385180534206032,0.736022270567508,7.81702565517233
2024-07-07T00:10:00Z,2024-07-07,8.48144920844419,16.0378519441191,1.00321868140377,0.313581816910389,0.637286987541267,7.84416222090293
2024-07-07T00:20:00Z,2024-07-07,8.38807114761777,15.9587731825051,0.924139919789804,0.220203756083963,0.560154353079366,7.8279167945384
2024-07-07T00:30:00Z,2024-07-07,8.22675513740597,15.7770506893601,0.742417426644773,0.0588877458721644,0.388423099601291,7.83833203780468
2024-07-07T00:40:00Z,2024-07-07,8.17230675855749,15.7154326103637,0.68079934764838,0.00443936702368752,0.331938927731046,7.84036783082644
2024-07-07T00:50:00Z,2024-07-07,8.11174265051042,15.5987764112187,0.56414314850338,-0.0561247410233836,0.22742413675297,7.88431851375745
2024-07-07T01:00:00Z,2024-07-07,7.90629568578846,15.3495731396859,0.314939876970557,-0.261571705745339,0.0147748820730369,7.89152080371543
